,Region,Name,Year,Series,Value,Category,ISO3
1120,434,Libya,1985,Emissions (thousand metric tons of carbon dioxide),21243.693,CO2,LBY
1128,434,Libya,1985,Emissions per capita (metric tons of carbon dioxide),5.484,CO2,LBY
1148,442,Luxembourg,1985,Emissions (thousand metric tons of carbon dioxide),10335.311,CO2,LUX
1156,442,Luxembourg,1985,Emissions per capita (metric tons of carbon dioxide),28.162,CO2,LUX
1164,458,Malaysia,1985,Emissions (thousand metric tons of carbon dioxide),32910.606,CO2,MYS
1172,458,Malaysia,1985,Emissions per capita (metric tons of carbon dioxide),2.11,CO2,MYS
1180,470,Malta,1985,Emissions (thousand metric tons of carbon dioxide),1158.07,CO2,MLT
1188,470,Malta,1985,Emissions per capita (metric tons of carbon dioxide),3.447,CO2,MLT
1196,480,Mauritius,1985,Emissions (thousand metric tons of carbon dioxide),611.518,CO2,MUS
1204,480,Mauritius,1985,Emissions per capita (metric tons of carbon dioxide),0.599,CO2,MUS
1212,484,Mexico,1985,Emissions (thousand metric tons of carbon dioxide),241153.838,CO2,MEX
1220,484,Mexico,1985,Emissions per capita (metric tons of carbon dioxide),3.061,CO2,MEX
1227,496,Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),11761.986,CO2,MNG
1234,496,Mongolia,1985,Emissions per capita (metric tons of carbon dioxide),6.12,CO2,MNG
1252,504,Morocco,1985,Emissions (thousand metric tons of carbon dioxide),16272.651,CO2,MAR
1260,504,Morocco,1985,Emissions per capita (metric tons of carbon dioxide),0.722,CO2,MAR
1268,508,Mozambique,1985,Emissions (thousand metric tons of carbon dioxide),1504.154,CO2,MOZ
1276,508,Mozambique,1985,Emissions per capita (metric tons of carbon dioxide),0.116,CO2,MOZ
1284,104,Myanmar,1985,Emissions (thousand metric tons of carbon dioxide),5734.879,CO2,MMR
1292,104,Myanmar,1985,Emissions per capita (metric tons of carbon dioxide),0.154,CO2,MMR
1312,524,Nepal,1985,Emissions (thousand metric tons of carbon dioxide),551.256,CO2,NPL
1320,524,Nepal,1985,Emissions per capita (metric tons of carbon dioxide),0.033,CO2,NPL
1328,528,Netherlands,1985,Emissions (thousand metric tons of carbon dioxide),138396.723,CO2,NLD
1336,528,Netherlands,1985,Emissions per capita (metric tons of carbon dioxide),9.553,CO2,NLD
1344,554,New Zealand,1985,Emissions (thousand metric tons of carbon dioxide),18905.085,CO2,NZL
1352,554,New Zealand,1985,Emissions per capita (metric tons of carbon dioxide),5.778,CO2,NZL
1360,558,Nicaragua,1985,Emissions (thousand metric tons of carbon dioxide),1805.723,CO2,NIC
1368,558,Nicaragua,1985,Emissions per capita (metric tons of carbon dioxide),0.487,CO2,NIC
1386,566,Nigeria,1985,Emissions (thousand metric tons of carbon dioxide),31785.039,CO2,NGA
1394,566,Nigeria,1985,Emissions per capita (metric tons of carbon dioxide),0.38,CO2,NGA
1402,578,Norway,1985,Emissions (thousand metric tons of carbon dioxide),26415.65,CO2,NOR
1410,578,Norway,1985,Emissions per capita (metric tons of carbon dioxide),6.361,CO2,NOR
1418,512,Oman,1985,Emissions (thousand metric tons of carbon dioxide),5636.288,CO2,OMN
1426,512,Oman,1985,Emissions per capita (metric tons of carbon dioxide),3.763,CO2,OMN
1434,586,Pakistan,1985,Emissions (thousand metric tons of carbon dioxide),36498.746,CO2,PAK
1442,586,Pakistan,1985,Emissions per capita (metric tons of carbon dioxide),0.396,CO2,PAK
1450,591,Panama,1985,Emissions (thousand metric tons of carbon dioxide),2666.133,CO2,PAN
1458,591,Panama,1985,Emissions per capita (metric tons of carbon dioxide),1.202,CO2,PAN
1466,600,Paraguay,1985,Emissions (thousand metric tons of carbon dioxide),1422.914,CO2,PRY
1474,600,Paraguay,1985,Emissions per capita (metric tons of carbon dioxide),0.388,CO2,PRY
1482,604,Peru,1985,Emissions (thousand metric tons of carbon dioxide),18051.923,CO2,PER
1490,604,Peru,1985,Emissions per capita (metric tons of carbon dioxide),0.924,CO2,PER
1498,608,Philippines,1985,Emissions (thousand metric tons of carbon dioxide),29268.471,CO2,PHL
1506,608,Philippines,1985,Emissions per capita (metric tons of carbon dioxide),0.539,CO2,PHL
1514,616,Poland,1985,Emissions (thousand metric tons of carbon dioxide),422392.233,CO2,POL
1522,616,Poland,1985,Emissions per capita (metric tons of carbon dioxide),11.354,CO2,POL
1530,620,Portugal,1985,Emissions (thousand metric tons of carbon dioxide),23924.909,CO2,PRT
1538,620,Portugal,1985,Emissions per capita (metric tons of carbon dioxide),2.367,CO2,PRT
1546,634,Qatar,1985,Emissions (thousand metric tons of carbon dioxide),10685.735,CO2,QAT
1554,634,Qatar,1985,Emissions per capita (metric tons of carbon dioxide),28.803,CO2,QAT
1590,642,Romania,1985,Emissions (thousand metric tons of carbon dioxide),174876.064,CO2,ROU
1598,642,Romania,1985,Emissions per capita (metric tons of carbon dioxide),7.685,CO2,ROU
1618,682,Saudi Arabia,1985,Emissions (thousand metric tons of carbon dioxide),117802.204,CO2,SAU
1626,682,Saudi Arabia,1985,Emissions per capita (metric tons of carbon dioxide),8.932,CO2,SAU
1634,686,Senegal,1985,Emissions (thousand metric tons of carbon dioxide),2124.697,CO2,SEN
1642,686,Senegal,1985,Emissions per capita (metric tons of carbon dioxide),0.328,CO2,SEN
1662,702,Singapore,1985,Emissions (thousand metric tons of carbon dioxide),16604.537,CO2,SGP
1670,702,Singapore,1985,Emissions per capita (metric tons of carbon dioxide),6.069,CO2,SGP
1678,703,Slovakia,1985,Emissions (thousand metric tons of carbon dioxide),54413.304,CO2,SVK
1686,703,Slovakia,1985,Emissions per capita (metric tons of carbon dioxide),10.543,CO2,SVK
1706,710,South Africa,1985,Emissions (thousand metric tons of carbon dioxide),222952.718,CO2,ZAF
1714,710,South Africa,1985,Emissions per capita (metric tons of carbon dioxide),6.61,CO2,ZAF
1728,724,Spain,1985,Emissions (thousand metric tons of carbon dioxide),173024.021,CO2,ESP
1736,724,Spain,1985,Emissions per capita (metric tons of carbon dioxide),4.447,CO2,ESP
1744,144,Sri Lanka,1985,Emissions (thousand metric tons of carbon dioxide),3485.027,CO2,LKA
1752,144,Sri Lanka,1985,Emissions per capita (metric tons of carbon dioxide),0.215,CO2,LKA
1760,729,Sudan,1985,Emissions (thousand metric tons of carbon dioxide),3980.398,CO2,SDN
1768,729,Sudan,1985,Emissions per capita (metric tons of carbon dioxide),0.176,CO2,SDN
1786,752,Sweden,1985,Emissions (thousand metric tons of carbon dioxide),58385.814,CO2,SWE
1794,752,Sweden,1985,Emissions per capita (metric tons of carbon dioxide),6.992,CO2,SWE
1802,756,Switzerland,1985,Emissions (thousand metric tons of carbon dioxide),41772.73,CO2,CHE
1810,756,Switzerland,1985,Emissions per capita (metric tons of carbon dioxide),6.394,CO2,CHE
1846,764,Thailand,1985,Emissions (thousand metric tons of carbon dioxide),42058.571,CO2,THA
1854,764,Thailand,1985,Emissions per capita (metric tons of carbon dioxide),0.808,CO2,THA
1874,768,Togo,1985,Emissions (thousand metric tons of carbon dioxide),296.704,CO2,TGO
1882,768,Togo,1985,Emissions per capita (metric tons of carbon dioxide),0.091,CO2,TGO
1890,780,Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),6654.053,CO2,TTO
1898,780,Trinidad and Tobago,1985,Emissions per capita (metric tons of carbon dioxide),5.682,CO2,TTO
1906,788,Tunisia,1985,Emissions (thousand metric tons of carbon dioxide),9661.523,CO2,TUN
1914,788,Tunisia,1985,Emissions per capita (metric tons of carbon dioxide),1.32,CO2,TUN
1922,792,Turkey,1985,Emissions (thousand metric tons of carbon dioxide),95358.471,CO2,TUR
1930,792,Turkey,1985,Emissions per capita (metric tons of carbon dioxide),1.896,CO2,TUR
1962,784,United Arab Emirates,1985,Emissions (thousand metric tons of carbon dioxide),35636.27,CO2,ARE
1970,784,United Arab Emirates,1985,Emissions per capita (metric tons of carbon dioxide),25.619,CO2,ARE
1978,826,United Kingdom,1985,Emissions (thousand metric tons of carbon dioxide),543545.262,CO2,GBR
1986,826,United Kingdom,1985,Emissions per capita (metric tons of carbon dioxide),9.611,CO2,GBR
2010,840,United States of America,1985,Emissions (thousand metric tons of carbon dioxide),4514313.221,CO2,USA
2018,840,United States of America,1985,Emissions per capita (metric tons of carbon dioxide),18.927,CO2,USA
2026,858,Uruguay,1985,Emissions (thousand metric tons of carbon dioxide),3010.832,CO2,URY
2034,858,Uruguay,1985,Emissions per capita (metric tons of carbon dioxide),1,CO2,URY
2070,704,Viet Nam,1985,Emissions (thousand metric tons of carbon dioxide),17434.722,CO2,VNM
2078,704,Viet Nam,1985,Emissions per capita (metric tons of carbon dioxide),0.286,CO2,VNM
2086,887,Yemen,1985,Emissions (thousand metric tons of carbon dioxide),4857.042,CO2,YEM
2094,887,Yemen,1985,Emissions per capita (metric tons of carbon dioxide),0.493,CO2,YEM
2102,894,Zambia,1985,Emissions (thousand metric tons of carbon dioxide),2696.412,CO2,ZMB
2110,894,Zambia,1985,Emissions per capita (metric tons of carbon dioxide),0.388,CO2,ZMB
2118,716,Zimbabwe,1985,Emissions (thousand metric tons of carbon dioxide),9730.003,CO2,ZWE
2126,716,Zimbabwe,1985,Emissions per capita (metric tons of carbon dioxide),1.124,CO2,ZWE
15554,4,Afghanistan,1985,GDP in current prices (millions of US dollars),3321.9,GDP,AFG
15561,4,Afghanistan,1985,GDP per capita (US dollars),278.2578,GDP,AFG
15568,4,Afghanistan,1985,GDP in constant 2010 prices (millions of US dollars),11447.1748,GDP,AFG
15575,4,Afghanistan,1985,GDP real rates of growth (percent),0.2667,GDP,AFG
15582,8,Albania,1985,GDP in current prices (millions of US dollars),2324.4145,GDP,ALB
15589,8,Albania,1985,GDP per capita (US dollars),782.7176,GDP,ALB
15596,8,Albania,1985,GDP in constant 2010 prices (millions of US dollars),5164.4441,GDP,ALB
15603,8,Albania,1985,GDP real rates of growth (percent),1.7806,GDP,ALB
15610,12,Algeria,1985,GDP in current prices (millions of US dollars),57866.2073,GDP,DZA
15617,12,Algeria,1985,GDP per capita (US dollars),2579.6849,GDP,DZA
15624,12,Algeria,1985,GDP in constant 2010 prices (millions of US dollars),77474.3481,GDP,DZA
15631,12,Algeria,1985,GDP real rates of growth (percent),3.7,GDP,DZA
15638,20,Andorra,1985,GDP in current prices (millions of US dollars),438.7425,GDP,AND
15645,20,Andorra,1985,GDP per capita (US dollars),9837.2759,GDP,AND
15652,20,Andorra,1985,GDP in constant 2010 prices (millions of US dollars),1382.2207,GDP,AND
15659,20,Andorra,1985,GDP real rates of growth (percent),2.3214,GDP,AND
15666,24,Angola,1985,GDP in current prices (millions of US dollars),9109.025,GDP,AGO
15673,24,Angola,1985,GDP per capita (US dollars),914.3774,GDP,AGO
15680,24,Angola,1985,GDP in constant 2010 prices (millions of US dollars),30426.1007,GDP,AGO
15687,24,Angola,1985,GDP real rates of growth (percent),3.5,GDP,AGO
15694,660,Anguilla,1985,GDP in current prices (millions of US dollars),27.1265,GDP,AIA
15701,660,Anguilla,1985,GDP per capita (US dollars),3719.5188,GDP,AIA
15708,660,Anguilla,1985,GDP in constant 2010 prices (millions of US dollars),72.6738,GDP,AIA
15715,660,Anguilla,1985,GDP real rates of growth (percent),12.8582,GDP,AIA
15722,28,Antigua and Barbuda,1985,GDP in current prices (millions of US dollars),244.7789,GDP,ATG
15729,28,Antigua and Barbuda,1985,GDP per capita (US dollars),3961.7204,GDP,ATG
15736,28,Antigua and Barbuda,1985,GDP in constant 2010 prices (millions of US dollars),540.2454,GDP,ATG
15743,28,Antigua and Barbuda,1985,GDP real rates of growth (percent),7.748,GDP,ATG
15750,32,Argentina,1985,GDP in current prices (millions of US dollars),95529.9107,GDP,ARG
15757,32,Argentina,1985,GDP per capita (US dollars),3161.5379,GDP,ARG
15764,32,Argentina,1985,GDP in constant 2010 prices (millions of US dollars),287081.9453,GDP,ARG
15771,32,Argentina,1985,GDP real rates of growth (percent),-6.9561,GDP,ARG
15802,533,Aruba,1985,GDP in current prices (millions of US dollars),430.6964,GDP,ABW
15809,533,Aruba,1985,GDP per capita (US dollars),6833.6313,GDP,ABW
15816,533,Aruba,1985,GDP in constant 2010 prices (millions of US dollars),959.5035,GDP,ABW
15823,533,Aruba,1985,GDP real rates of growth (percent),9.0885,GDP,ABW
15830,36,Australia,1985,GDP in current prices (millions of US dollars),182212.383,GDP,AUS
15837,36,Australia,1985,GDP per capita (US dollars),11632.8079,GDP,AUS
15844,36,Australia,1985,GDP in constant 2010 prices (millions of US dollars),485389.1527,GDP,AUS
15851,36,Australia,1985,GDP real rates of growth (percent),4.0367,GDP,AUS
15858,40,Austria,1985,GDP in current prices (millions of US dollars),69388.408,GDP,AUT
15865,40,Austria,1985,GDP per capita (US dollars),9112.2273,GDP,AUT
15872,40,Austria,1985,GDP in constant 2010 prices (millions of US dollars),207166.0354,GDP,AUT
15879,40,Austria,1985,GDP real rates of growth (percent),2.4987,GDP,AUT
15910,44,Bahamas,1985,GDP in current prices (millions of US dollars),3306.3374,GDP,BHS
15917,44,Bahamas,1985,GDP per capita (US dollars),14094.8315,GDP,BHS
15924,44,Bahamas,1985,GDP in constant 2010 prices (millions of US dollars),7414.9832,GDP,BHS
15931,44,Bahamas,1985,GDP real rates of growth (percent),4.8292,GDP,BHS
15938,48,Bahrain,1985,GDP in current prices (millions of US dollars),4475.0228,GDP,BHR
15945,48,Bahrain,1985,GDP per capita (US dollars),10669.3467,GDP,BHR
15952,48,Bahrain,1985,GDP in constant 2010 prices (millions of US dollars),8029.4319,GDP,BHR
15959,48,Bahrain,1985,GDP real rates of growth (percent),-16.0571,GDP,BHR
15966,50,Bangladesh,1985,GDP in current prices (millions of US dollars),19169.0471,GDP,BGD
15973,50,Bangladesh,1985,GDP per capita (US dollars),211.1962,GDP,BGD
15980,50,Bangladesh,1985,GDP in constant 2010 prices (millions of US dollars),42199.8869,GDP,BGD
15987,50,Bangladesh,1985,GDP real rates of growth (percent),3.0119,GDP,BGD
15994,52,Barbados,1985,GDP in current prices (millions of US dollars),1439.3415,GDP,BRB
16001,52,Barbados,1985,GDP per capita (US dollars),5616.6575,GDP,BRB
16008,52,Barbados,1985,GDP in constant 2010 prices (millions of US dollars),3559.0847,GDP,BRB
16015,52,Barbados,1985,GDP real rates of growth (percent),1.079,GDP,BRB
16046,56,Belgium,1985,GDP in current prices (millions of US dollars),86265.7929,GDP,BEL
16053,56,Belgium,1985,GDP per capita (US dollars),8699.1493,GDP,BEL
16060,56,Belgium,1985,GDP in constant 2010 prices (millions of US dollars),251991.9388,GDP,BEL
16067,56,Belgium,1985,GDP real rates of growth (percent),1.6518,GDP,BEL
16074,84,Belize,1985,GDP in current prices (millions of US dollars),231.6573,GDP,BLZ
16081,84,Belize,1985,GDP per capita (US dollars),1404.6562,GDP,BLZ
16088,84,Belize,1985,GDP in constant 2010 prices (millions of US dollars),424.7531,GDP,BLZ
16095,84,Belize,1985,GDP real rates of growth (percent),1.0194,GDP,BLZ
16102,204,Benin,1985,GDP in current prices (millions of US dollars),1129.5787,GDP,BEN
16109,204,Benin,1985,GDP per capita (US dollars),264.0127,GDP,BEN
16116,204,Benin,1985,GDP in constant 2010 prices (millions of US dollars),2417.0763,GDP,BEN
16123,204,Benin,1985,GDP real rates of growth (percent),7.5287,GDP,BEN
16130,60,Bermuda,1985,GDP in current prices (millions of US dollars),1428.2562,GDP,BMU
16137,60,Bermuda,1985,GDP per capita (US dollars),23963.2261,GDP,BMU
16144,60,Bermuda,1985,GDP in constant 2010 prices (millions of US dollars),4185.5303,GDP,BMU
16151,60,Bermuda,1985,GDP real rates of growth (percent),4.2464,GDP,BMU
16158,64,Bhutan,1985,GDP in current prices (millions of US dollars),172.2032,GDP,BTN
16165,64,Bhutan,1985,GDP per capita (US dollars),370.915,GDP,BTN
16172,64,Bhutan,1985,GDP in constant 2010 prices (millions of US dollars),212.6284,GDP,BTN
16179,64,Bhutan,1985,GDP real rates of growth (percent),5.7441,GDP,BTN
16238,72,Botswana,1985,GDP in current prices (millions of US dollars),837.5916,GDP,BWA
16245,72,Botswana,1985,GDP per capita (US dollars),783.1018,GDP,BWA
16252,72,Botswana,1985,GDP in constant 2010 prices (millions of US dollars),2550.8955,GDP,BWA
16259,72,Botswana,1985,GDP real rates of growth (percent),9.2289,GDP,BWA
16266,76,Brazil,1985,GDP in current prices (millions of US dollars),187459.773,GDP,BRA
16273,76,Brazil,1985,GDP per capita (US dollars),1385.7775,GDP,BRA
16280,76,Brazil,1985,GDP in constant 2010 prices (millions of US dollars),850377.4162,GDP,BRA
16287,76,Brazil,1985,GDP real rates of growth (percent),7.849,GDP,BRA
16294,92,British Virgin Islands,1985,GDP in current prices (millions of US dollars),52.6454,GDP,VGB
16301,92,British Virgin Islands,1985,GDP per capita (US dollars),3772.2436,GDP,VGB
16308,92,British Virgin Islands,1985,GDP in constant 2010 prices (millions of US dollars),131.6942,GDP,VGB
16315,92,British Virgin Islands,1985,GDP real rates of growth (percent),1.3754,GDP,VGB
16322,96,Brunei Darussalam,1985,GDP in current prices (millions of US dollars),4425.4936,GDP,BRN
16329,96,Brunei Darussalam,1985,GDP per capita (US dollars),19717.1454,GDP,BRN
16336,96,Brunei Darussalam,1985,GDP in constant 2010 prices (millions of US dollars),9948.5361,GDP,BRN
16343,96,Brunei Darussalam,1985,GDP real rates of growth (percent),-1.4907,GDP,BRN
16350,100,Bulgaria,1985,GDP in current prices (millions of US dollars),16483.3454,GDP,BGR
16357,100,Bulgaria,1985,GDP per capita (US dollars),1836.5106,GDP,BGR
16364,100,Bulgaria,1985,GDP in constant 2010 prices (millions of US dollars),34456.0767,GDP,BGR
16371,100,Bulgaria,1985,GDP real rates of growth (percent),2.6834,GDP,BGR
16378,854,Burkina Faso,1985,GDP in current prices (millions of US dollars),1764.1278,GDP,BFA
16385,854,Burkina Faso,1985,GDP per capita (US dollars),228.2802,GDP,BFA
16392,854,Burkina Faso,1985,GDP in constant 2010 prices (millions of US dollars),2656.2906,GDP,BFA
16399,854,Burkina Faso,1985,GDP real rates of growth (percent),13.0638,GDP,BFA
